3631.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | lemon | lycaenid, lycaenid butterfly | jackfruit, jak, jack | daisy | pot, flowerpot
5138.jpg: barn spider, Araneus cavaticus | stinkhorn, carrion fungus | American lobster, Northern lobster, Maine lobster, Homarus americanus | common newt, Triturus vulgaris | earthstar | eft | cardoon
5824.jpg: mobile home, manufactured home | worm fence, snake fence, snake-rail fence, Virginia fence | moving van | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | flagpole, flagstaff | boathouse | pole
5139.jpg: moped | disk brake, disc brake | bicycle-built-for-two, tandem bicycle, tandem | tricycle, trike, velocipede | mountain bike, all-terrain bike, off-roader | motor scooter, scooter | neck brace
5078.jpg: chocolate sauce, chocolate syrup | ice cream, icecream | plate | meat loaf, meatloaf | web site, website, internet site, site | honeycomb | banana
4086.jpg: earthstar | bee | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | greenhouse, nursery, glasshouse | pot, flowerpot | sulphur butterfly, sulfur butterfly | daisy
1886.jpg: thresher, thrasher, threshing machine | ski | tripod | mailbag, postbag | drum, membranophone, tympan | cradle | mousetrap
1872.jpg: bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | ram, tup | ibex, Capra ibex | promontory, headland, head, foreland | cliff, drop, drop-off | alp | cougar, puma, catamount, mountain lion, painter, panther, Felis concolor
5858.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | lynx, catamount | Egyptian cat | tiger, Panthera tigris
4119.jpg: daisy | pot, flowerpot | sarong | greenhouse, nursery, glasshouse | binder, ring-binder | earthstar | picket fence, paling
3529.jpg: bell cote, bell cot | church, church building | boathouse | monastery | barn | lakeside, lakeshore | worm fence, snake fence, snake-rail fence, Virginia fence
2426.jpg: mobile home, manufactured home | monastery | patio, terrace | lakeside, lakeshore | flagpole, flagstaff | palace | safety pin
3263.jpg: monastery | palace | dome | bell cote, bell cot | church, church building | vault | mosque
0883.jpg: rapeseed | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | sulphur butterfly, sulfur butterfly | earthstar | daisy | indigo bunting, indigo finch, indigo bird, Passerina cyanea | cabbage butterfly
4288.jpg: monastery | palace | mobile home, manufactured home | patio, terrace | flagpole, flagstaff | beacon, lighthouse, beacon light, pharos | thatch, thatched roof
0890.jpg: dock, dockage, docking facility | seashore, coast, seacoast, sea-coast | palace | dam, dike, dyke | castle | lakeside, lakeshore | prison, prison house
2708.jpg: moped | motor scooter, scooter | disk brake, disc brake | crash helmet | neck brace | tricycle, trike, velocipede | tractor
4021.jpg: plane, carpenter's plane, woodworking plane | hair slide | safety pin | ski | motor scooter, scooter | neck brace | iron, smoothing iron
5338.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | indigo bunting, indigo finch, indigo bird, Passerina cyanea | earthstar | sulphur butterfly, sulfur butterfly | hare | limpkin, Aramus pictus | coucal
2535.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | tiger, Panthera tigris | zebra | lynx, catamount
3920.jpg: moped | motor scooter, scooter | disk brake, disc brake | crash helmet | car wheel | neck brace | Model T
4842.jpg: airliner | projectile, missile | warplane, military plane | space shuttle | missile | wing | revolver, six-gun, six-shooter
0879.jpg: airliner | space shuttle | warplane, military plane | wing | projectile, missile | trimaran | missile
4341.jpg: neck brace | lab coat, laboratory coat | Windsor tie | bow tie, bow-tie, bowtie | Petri dish | suit, suit of clothes | barbershop
1777.jpg: daisy | earthstar | sulphur butterfly, sulfur butterfly | coral fungus | sea urchin | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | sea anemone, anemone
1682.jpg: ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus | white wolf, Arctic wolf, Canis lupus tundrarum | ram, tup | komondor | timber wolf, grey wolf, gray wolf, Canis lupus | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | Arabian camel, dromedary, Camelus dromedarius
2973.jpg: chocolate sauce, chocolate syrup | trifle | ice cream, icecream | plate | bakery, bakeshop, bakehouse | potpie | eggnog
1079.jpg: moped | motor scooter, scooter | tricycle, trike, velocipede | sports car, sport car | disk brake, disc brake | Model T | crash helmet
3156.jpg: moped | tow truck, tow car, wrecker | sports car, sport car | tricycle, trike, velocipede | motor scooter, scooter | cannon | half track
0054.jpg: traffic light, traffic signal, stoplight | street sign | minivan | mobile home, manufactured home | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | plastic bag | tow truck, tow car, wrecker
6447.jpg: street sign | traffic light, traffic signal, stoplight | mobile home, manufactured home | minivan | trolleybus, trolley coach, trackless trolley | obelisk | sports car, sport car
5137.jpg: lakeside, lakeshore | boathouse | mobile home, manufactured home | worm fence, snake fence, snake-rail fence, Virginia fence | patio, terrace | alp | thatch, thatched roof
2924.jpg: head cabbage | plate | chocolate sauce, chocolate syrup | burrito | hot pot, hotpot | plastic bag | cauliflower
3507.jpg: limousine, limo | mobile home, manufactured home | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | minivan | trolleybus, trolley coach, trackless trolley | traffic light, traffic signal, stoplight | shopping cart
6836.jpg: hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | earthstar | gyromitra | pot, flowerpot | sulphur butterfly, sulfur butterfly | cucumber, cuke | cabbage butterfly
2258.jpg: airliner | space shuttle | projectile, missile | warplane, military plane | wing | missile | revolver, six-gun, six-shooter
0033.jpg: earthstar | picket fence, paling | daisy | hair slide | binder, ring-binder | packet | perfume, essence
2148.jpg: moped | motor scooter, scooter | disk brake, disc brake | crash helmet | tricycle, trike, velocipede | neck brace | mountain bike, all-terrain bike, off-roader
0140.jpg: chocolate sauce, chocolate syrup | trifle | throne | bakery, bakeshop, bakehouse | accordion, piano accordion, squeeze box | matchstick | ice cream, icecream
2950.jpg: airliner | warplane, military plane | space shuttle | wing | trimaran | projectile, missile | speedboat
1120.jpg: daisy | pot, flowerpot | greenhouse, nursery, glasshouse | earthstar | cardoon | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | cabbage butterfly
0689.jpg: moped | motor scooter, scooter | disk brake, disc brake | neck brace | crash helmet | tricycle, trike, velocipede | bicycle-built-for-two, tandem bicycle, tandem
4762.jpg: pot, flowerpot | daisy | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | standard poodle | ear, spike, capitulum
2096.jpg: hair slide | chime, bell, gong | ringlet, ringlet butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | daisy | coil, spiral, volute, whorl, helix | binder, ring-binder
5749.jpg: monastery | palace | lakeside, lakeshore | tile roof | thatch, thatched roof | bell cote, bell cot | mobile home, manufactured home
2763.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | sulphur butterfly, sulfur butterfly | daisy | pot, flowerpot | earthstar | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | ringlet, ringlet butterfly
1266.jpg: pot, flowerpot | daisy | picket fence, paling | vase | sulphur butterfly, sulfur butterfly | bee | hamper
5402.jpg: dome | palace | bell cote, bell cot | monastery | vault | church, church building | beacon, lighthouse, beacon light, pharos
6490.jpg: airliner | space shuttle | gar, garfish, garpike, billfish, Lepisosteus osseus | wing | revolver, six-gun, six-shooter | airship, dirigible | warplane, military plane
3821.jpg: monastery | mobile home, manufactured home | church, church building | mosque | boathouse | beacon, lighthouse, beacon light, pharos | dome
4550.jpg: mobile home, manufactured home | boathouse | lakeside, lakeshore | flagpole, flagstaff | patio, terrace | solar dish, solar collector, solar furnace | thatch, thatched roof
3746.jpg: lab coat, laboratory coat | tobacco shop, tobacconist shop, tobacconist | neck brace | American lobster, Northern lobster, Maine lobster, Homarus americanus | comic book | laptop, laptop computer | library
3754.jpg: bell cote, bell cot | palace | dome | monastery | church, church building | vault | altar
5395.jpg: mobile home, manufactured home | patio, terrace | lakeside, lakeshore | boathouse | planetarium | maze, labyrinth | monastery
0541.jpg: minivan | traffic light, traffic signal, stoplight | street sign | passenger car, coach, carriage | trolleybus, trolley coach, trackless trolley | mobile home, manufactured home | shovel
6350.jpg: prison, prison house | palace | steel arch bridge | worm fence, snake fence, snake-rail fence, Virginia fence | castle | paddlewheel, paddle wheel | pier
1219.jpg: mobile home, manufactured home | boathouse | patio, terrace | lakeside, lakeshore | worm fence, snake fence, snake-rail fence, Virginia fence | solar dish, solar collector, solar furnace | flagpole, flagstaff
5216.jpg: daisy | ringlet, ringlet butterfly | earthstar | lycaenid, lycaenid butterfly | bee | sulphur butterfly, sulfur butterfly | ant, emmet, pismire
0232.jpg: waffle iron | trifle | frying pan, frypan, skillet | eggnog | hot pot, hotpot | chocolate sauce, chocolate syrup | caldron, cauldron
4881.jpg: mountain bike, all-terrain bike, off-roader | moped | disk brake, disc brake | bicycle-built-for-two, tandem bicycle, tandem | tricycle, trike, velocipede | magnetic compass | knee pad
5325.jpg: earthstar | sea slug, nudibranch | eggnog | fig | perfume, essence | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | candle, taper, wax light
2467.jpg: moped | motor scooter, scooter | crash helmet | mailbag, postbag | snowmobile | neck brace | disk brake, disc brake
5816.jpg: bassoon | oboe, hautboy, hautbois | lab coat, laboratory coat | flute, transverse flute | candle, taper, wax light | apron | hair slide
5152.jpg: mobile home, manufactured home | boathouse | flagpole, flagstaff | solar dish, solar collector, solar furnace | worm fence, snake fence, snake-rail fence, Virginia fence | patio, terrace | lakeside, lakeshore
4164.jpg: thatch, thatched roof | boathouse | lakeside, lakeshore | flagpole, flagstaff | alp | bell cote, bell cot | patio, terrace
5492.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | daisy | sulphur butterfly, sulfur butterfly | ear, spike, capitulum | ringlet, ringlet butterfly | snail | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus
4403.jpg: neck brace | prison, prison house | Windsor tie | lab coat, laboratory coat | suit, suit of clothes | plunger, plumber's helper | power drill
5101.jpg: airliner | catamaran | space shuttle | trimaran | speedboat | moving van | wing
3694.jpg: airliner | space shuttle | warplane, military plane | projectile, missile | wing | missile | airship, dirigible
0842.jpg: badger | skunk, polecat, wood pussy | hog, pig, grunter, squealer, Sus scrofa | ram, tup | ox | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | marmot
0391.jpg: neck brace | breastplate, aegis, egis | lab coat, laboratory coat | potter's wheel | plunger, plumber's helper | toilet seat | pajama, pyjama, pj's, jammies
1360.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | buckeye, horse chestnut, conker | daisy | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | pot, flowerpot | spaghetti squash
6846.jpg: triumphal arch | monastery | vault | planetarium | park bench | jinrikisha, ricksha, rickshaw | tricycle, trike, velocipede
3035.jpg: Windsor tie | military uniform | neck brace | chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour | oboe, hautboy, hautbois | bow tie, bow-tie, bowtie | bolo tie, bolo, bola tie, bola
6117.jpg: sports car, sport car | traffic light, traffic signal, stoplight | passenger car, coach, carriage | racer, race car, racing car | mobile home, manufactured home | street sign | convertible
4678.jpg: chocolate sauce, chocolate syrup | assault rifle, assault gun | cradle | ice cream, icecream | iron, smoothing iron | waffle iron | rifle
6705.jpg: cabbage butterfly | bee | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | sulphur butterfly, sulfur butterfly | cardoon | ant, emmet, pismire | ringlet, ringlet butterfly
4034.jpg: palace | monastery | church, church building | castle | altar | gondola | bell cote, bell cot
2552.jpg: monastery | castle | palace | church, church building | patio, terrace | cliff, drop, drop-off | mosque
2572.jpg: patio, terrace | mobile home, manufactured home | boathouse | lakeside, lakeshore | thatch, thatched roof | window screen | worm fence, snake fence, snake-rail fence, Virginia fence
3672.jpg: airliner | space shuttle | airship, dirigible | screen, CRT screen | projectile, missile | wing | solar dish, solar collector, solar furnace
1830.jpg: minivan | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | pickup, pickup truck | convertible | passenger car, coach, carriage | sports car, sport car | traffic light, traffic signal, stoplight
1032.jpg: plate | chocolate sauce, chocolate syrup | consomme | plane, carpenter's plane, woodworking plane | meat loaf, meatloaf | hair slide | cleaver, meat cleaver, chopper
3831.jpg: mountain bike, all-terrain bike, off-roader | moped | tricycle, trike, velocipede | comic book | crash helmet | bicycle-built-for-two, tandem bicycle, tandem | web site, website, internet site, site
4000.jpg: minivan | street sign | traffic light, traffic signal, stoplight | mobile home, manufactured home | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | passenger car, coach, carriage | trolleybus, trolley coach, trackless trolley
6023.jpg: ram, tup | brown bear, bruin, Ursus arctos | Arabian camel, dromedary, Camelus dromedarius | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | kelpie | ox | Sussex spaniel
4652.jpg: street sign | minivan | traffic light, traffic signal, stoplight | mobile home, manufactured home | limousine, limo | tow truck, tow car, wrecker | trolleybus, trolley coach, trackless trolley
1715.jpg: ram, tup | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | ibex, Capra ibex | llama | hyena, hyaena | kelpie | African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus
6504.jpg: mobile home, manufactured home | monastery | patio, terrace | prison, prison house | palace | flagpole, flagstaff | worm fence, snake fence, snake-rail fence, Virginia fence
3680.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | tiger cat | tiger, Panthera tigris | Egyptian cat
3319.jpg: airliner | wing | space shuttle | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | projectile, missile | airship, dirigible | warplane, military plane
5446.jpg: airliner | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | space shuttle | warplane, military plane | airship, dirigible | thresher, thrasher, threshing machine | projectile, missile
5828.jpg: airliner | warplane, military plane | wing | space shuttle | projectile, missile | airship, dirigible | missile
2222.jpg: daisy | rapeseed | earthstar | sulphur butterfly, sulfur butterfly | web site, website, internet site, site | lycaenid, lycaenid butterfly | pinwheel
0057.jpg: chocolate sauce, chocolate syrup | iron, smoothing iron | pot, flowerpot | breastplate, aegis, egis | bakery, bakeshop, bakehouse | velvet | barber chair
1085.jpg: ram, tup | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | kuvasz | komondor | ibex, Capra ibex | Arctic fox, white fox, Alopex lagopus | llama
1426.jpg: monastery | prison, prison house | lakeside, lakeshore | thatch, thatched roof | palace | mobile home, manufactured home | patio, terrace
6290.jpg: earthstar | daisy | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | pot, flowerpot | picket fence, paling | greenhouse, nursery, glasshouse | lakeside, lakeshore
1678.jpg: moped | motor scooter, scooter | jinrikisha, ricksha, rickshaw | disk brake, disc brake | lawn mower, mower | thresher, thrasher, threshing machine | bicycle-built-for-two, tandem bicycle, tandem
6637.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | lynx, catamount | Egyptian cat | tiger cat
6737.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | tiger, Panthera tigris | tiger cat | snow leopard, ounce, Panthera uncia | lynx, catamount | Egyptian cat
0833.jpg: meat loaf, meatloaf | cheeseburger | mashed potato | plate | chocolate sauce, chocolate syrup | potpie | hotdog, hot dog, red hot
6736.jpg: jaguar, panther, Panthera onca, Felis onca | leopard, Panthera pardus | tiger, Panthera tigris | cheetah, chetah, Acinonyx jubatus | lynx, catamount | snow leopard, ounce, Panthera uncia | tiger cat
5004.jpg: vase | pot, flowerpot | hummingbird | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | milk can | sulphur butterfly, sulfur butterfly | window screen
6553.jpg: airliner | wing | space shuttle | projectile, missile | missile | airship, dirigible | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi
5320.jpg: toaster | plate | chocolate sauce, chocolate syrup | waffle iron | spatula | ice cream, icecream | trifle
6195.jpg: moped | motor scooter, scooter | jinrikisha, ricksha, rickshaw | sports car, sport car | bicycle-built-for-two, tandem bicycle, tandem | mountain bike, all-terrain bike, off-roader | tricycle, trike, velocipede
5514.jpg: earthstar | gyromitra | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | stinkhorn, carrion fungus | coral fungus | daisy | sulphur butterfly, sulfur butterfly
1263.jpg: kuvasz | komondor | soft-coated wheaten terrier | Bedlington terrier | Sealyham terrier, Sealyham | Arctic fox, white fox, Alopex lagopus | Great Pyrenees
4948.jpg: motor scooter, scooter | moped | mountain bike, all-terrain bike, off-roader | crash helmet | bicycle-built-for-two, tandem bicycle, tandem | disk brake, disc brake | chain
5701.jpg: bonnet, poke bonnet | picket fence, paling | pot, flowerpot | Yorkshire terrier | hair slide | vase | earthstar
3228.jpg: moped | motor scooter, scooter | tricycle, trike, velocipede | jinrikisha, ricksha, rickshaw | barber chair | bicycle-built-for-two, tandem bicycle, tandem | disk brake, disc brake
4986.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | lynx, catamount | snow leopard, ounce, Panthera uncia | tiger, Panthera tigris | tiger cat
5728.jpg: minivan | street sign | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | cab, hack, taxi, taxicab | traffic light, traffic signal, stoplight | trolleybus, trolley coach, trackless trolley | passenger car, coach, carriage
6584.jpg: earthstar | weasel | wood rabbit, cottontail, cottontail rabbit | mink | hare | gyromitra | polecat, fitch, foulmart, foumart, Mustela putorius
1633.jpg: water tower | monastery | prison, prison house | flagpole, flagstaff | obelisk | pedestal, plinth, footstall | beacon, lighthouse, beacon light, pharos
0744.jpg: moped | tricycle, trike, velocipede | motor scooter, scooter | bicycle-built-for-two, tandem bicycle, tandem | thresher, thrasher, threshing machine | disk brake, disc brake | mountain bike, all-terrain bike, off-roader
5379.jpg: daisy | earthstar | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | stinkhorn, carrion fungus | ringlet, ringlet butterfly | sulphur butterfly, sulfur butterfly | cabbage butterfly
5757.jpg: moped | motor scooter, scooter | tricycle, trike, velocipede | disk brake, disc brake | crash helmet | Model T | reel
3929.jpg: limousine, limo | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | mobile home, manufactured home | sports car, sport car | minivan | pickup, pickup truck | trolleybus, trolley coach, trackless trolley
4239.jpg: airliner | space shuttle | projectile, missile | trimaran | killer whale, killer, orca, grampus, sea wolf, Orcinus orca | airship, dirigible | missile
4387.jpg: plate | chocolate sauce, chocolate syrup | consomme | trifle | ice cream, icecream | eggnog | strawberry
3763.jpg: mosque | monastery | planetarium | dome | palace | vault | church, church building
0627.jpg: pot, flowerpot | daisy | earthstar | greenhouse, nursery, glasshouse | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | proboscis monkey, Nasalis larvatus
4685.jpg: airliner | screen, CRT screen | moving van | space shuttle | space bar | entertainment center | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi
4068.jpg: trifle | chocolate sauce, chocolate syrup | candle, taper, wax light | ice cream, icecream | bakery, bakeshop, bakehouse | strawberry | plate
4455.jpg: chocolate sauce, chocolate syrup | meat loaf, meatloaf | bakery, bakeshop, bakehouse | paper towel | French loaf | plate | honeycomb
2926.jpg: moped | motor scooter, scooter | tow truck, tow car, wrecker | thresher, thrasher, threshing machine | disk brake, disc brake | Model T | sports car, sport car
2664.jpg: dome | monastery | bell cote, bell cot | palace | church, church building | vault | altar
0709.jpg: rapeseed | fire screen, fireguard | book jacket, dust cover, dust jacket, dust wrapper | daisy | pot, flowerpot | earthstar | window screen
0389.jpg: moped | tricycle, trike, velocipede | thresher, thrasher, threshing machine | sax, saxophone | mountain bike, all-terrain bike, off-roader | bicycle-built-for-two, tandem bicycle, tandem | hamper
5626.jpg: iron, smoothing iron | toaster | pencil sharpener | packet | plane, carpenter's plane, woodworking plane | waffle iron | candle, taper, wax light
0418.jpg: airliner | space shuttle | screen, CRT screen | projectile, missile | warplane, military plane | wing | airship, dirigible
0518.jpg: bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | megalith, megalithic structure | albatross, mollymawk | ram, tup | badger | ibex, Capra ibex | thatch, thatched roof
2048.jpg: ram, tup | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | llama | kelpie | gazelle | kuvasz | standard poodle
3314.jpg: moped | disk brake, disc brake | motor scooter, scooter | crash helmet | sports car, sport car | car wheel | mountain bike, all-terrain bike, off-roader
3501.jpg: go-kart | lawn mower, mower | moped | motor scooter, scooter | tricycle, trike, velocipede | snowmobile | tractor
0860.jpg: ice cream, icecream | chocolate sauce, chocolate syrup | bakery, bakeshop, bakehouse | eggnog | trifle | plate | meat loaf, meatloaf
6279.jpg: leopard, Panthera pardus | snow leopard, ounce, Panthera uncia | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | lynx, catamount | banded gecko | whiptail, whiptail lizard
2701.jpg: mountain bike, all-terrain bike, off-roader | moped | disk brake, disc brake | crash helmet | motor scooter, scooter | bicycle-built-for-two, tandem bicycle, tandem | mortar
0899.jpg: palace | monastery | prison, prison house | fire screen, fireguard | altar | boathouse | organ, pipe organ
1225.jpg: airliner | space shuttle | airship, dirigible | container ship, containership, container vessel | screen, CRT screen | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | moving van
1133.jpg: daisy | earthstar | hair slide | lycaenid, lycaenid butterfly | snail | thimble | perfume, essence
4867.jpg: sulphur butterfly, sulfur butterfly | rapeseed | earthstar | ringlet, ringlet butterfly | bee | vase | lycaenid, lycaenid butterfly
2927.jpg: airliner | space shuttle | warplane, military plane | wing | projectile, missile | missile | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi
5039.jpg: minivan | street sign | traffic light, traffic signal, stoplight | trolleybus, trolley coach, trackless trolley | plastic bag | tow truck, tow car, wrecker | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon
1250.jpg: television, television system | microwave, microwave oven | screen, CRT screen | rotisserie | plate | toaster | monitor
0417.jpg: neck brace | ping-pong ball | wig | Windsor tie | hand blower, blow dryer, blow drier, hair dryer, hair drier | bearskin, busby, shako | toilet seat
6061.jpg: airliner | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | scoreboard | airship, dirigible | space shuttle | moving van | web site, website, internet site, site
6257.jpg: earthstar | daisy | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | stinkhorn, carrion fungus | picket fence, paling | cabbage butterfly | snail
1897.jpg: ram, tup | ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | kuvasz | llama | bison | white wolf, Arctic wolf, Canis lupus tundrarum
3894.jpg: bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | kelpie | ram, tup | Scottish deerhound, deerhound | Arabian camel, dromedary, Camelus dromedarius | llama | kuvasz
0948.jpg: leopard, Panthera pardus | snow leopard, ounce, Panthera uncia | cheetah, chetah, Acinonyx jubatus | jaguar, panther, Panthera onca, Felis onca | lynx, catamount | Egyptian cat | tiger cat
2489.jpg: steel arch bridge | space shuttle | pier | planetarium | drilling platform, offshore rig | crane | turnstile
3085.jpg: lakeside, lakeshore | monastery | palace | mobile home, manufactured home | prison, prison house | planetarium | valley, vale
6086.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | sulphur butterfly, sulfur butterfly | earthstar | stinkhorn, carrion fungus | zucchini, courgette | plastic bag | pot, flowerpot
0485.jpg: mobile home, manufactured home | monastery | triumphal arch | prison, prison house | bicycle-built-for-two, tandem bicycle, tandem | tricycle, trike, velocipede | planetarium
4741.jpg: mobile home, manufactured home | pole | yurt | patio, terrace | moving van | flagpole, flagstaff | lakeside, lakeshore
2537.jpg: indigo bunting, indigo finch, indigo bird, Passerina cyanea | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | cabbage butterfly | pot, flowerpot | worm fence, snake fence, snake-rail fence, Virginia fence | sulphur butterfly, sulfur butterfly | hummingbird
6689.jpg: gondola | palace | castle | monastery | steel arch bridge | dam, dike, dyke | paddlewheel, paddle wheel
1621.jpg: plate | chocolate sauce, chocolate syrup | spaghetti squash | consomme | ice cream, icecream | hotdog, hot dog, red hot | weevil
2721.jpg: beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | street sign | mobile home, manufactured home | passenger car, coach, carriage | traffic light, traffic signal, stoplight | limousine, limo | trolleybus, trolley coach, trackless trolley
2273.jpg: palace | cinema, movie theater, movie theatre, movie house, picture palace | prison, prison house | library | monastery | mosque | flagpole, flagstaff
1806.jpg: airliner | space shuttle | wing | warplane, military plane | projectile, missile | screen, CRT screen | airship, dirigible
4474.jpg: sports car, sport car | street sign | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | mobile home, manufactured home | limousine, limo | passenger car, coach, carriage | minivan
4967.jpg: racer, race car, racing car | sports car, sport car | go-kart | half track | tow truck, tow car, wrecker | car wheel | tractor
4032.jpg: moped | neck brace | motor scooter, scooter | ski | cuirass | crash helmet | mailbag, postbag
2719.jpg: cabbage butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | ringlet, ringlet butterfly | sulphur butterfly, sulfur butterfly | bee | lycaenid, lycaenid butterfly | daisy
5562.jpg: snow leopard, ounce, Panthera uncia | leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | jaguar, panther, Panthera onca, Felis onca | Egyptian cat | lynx, catamount | dalmatian, coach dog, carriage dog
2938.jpg: sports car, sport car | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | limousine, limo | passenger car, coach, carriage | mobile home, manufactured home | street sign | minivan
6628.jpg: monastery | palace | church, church building | bell cote, bell cot | vault | castle | dome
5144.jpg: pot, flowerpot | vase | picket fence, paling | hamper | fire screen, fireguard | sulphur butterfly, sulfur butterfly | rapeseed
4257.jpg: prison, prison house | vault | gondola | palace | bannister, banister, balustrade, balusters, handrail | coil, spiral, volute, whorl, helix | triumphal arch
1995.jpg: airliner | space shuttle | trimaran | planetarium | airship, dirigible | screen, CRT screen | web site, website, internet site, site
2437.jpg: airliner | airship, dirigible | space shuttle | planetarium | mobile home, manufactured home | warplane, military plane | studio couch, day bed
3892.jpg: toaster | earthstar | mousetrap | chocolate sauce, chocolate syrup | lumbermill, sawmill | solar dish, solar collector, solar furnace | packet
2969.jpg: moped | motor scooter, scooter | disk brake, disc brake | crash helmet | half track | freight car | snowmobile
3649.jpg: moped | sports car, sport car | motor scooter, scooter | disk brake, disc brake | car wheel | neck brace | convertible
